Files already downloaded and verified
[build] SpatialModulatedINR  base_inr_type=siren  is_spatial=True  phi_shape=(8, 8, 16)  phi_numel=1024
[init] loaded model weights from 'model_cifar10/functa_like_cifar10_spatial_paper_siren_h256_md1024_d6_lat8x16_freq10.0_nearest_lc_norm01_extlr3e-05_e12_inner3_moptsgd_adamphi3_lr1e-02_softlip_cifar_spatial_tiered_lam1e-02_sine_and_readout_train50000_test10000/modSiren.pth'
[init] source model_name=functa_like_cifar10_spatial_paper_siren_h256_md1024_d6_lat8x16_freq10.0_nearest_lc_norm01_extlr3e-05_e12_inner3_moptsgd_adamphi3_lr1e-02_softlip_cifar_spatial_tiered_lam1e-02_sine_and_readout_train50000_test10000
[init] source variant=soft_lipschitz
[init] source best_loss=0.0019054602624840142

  0%|          | 0/196 [00:00<?, ?it/s]
Epoch 0 | total 0.0207 | MSE 0.0022 | pen 0.0185:   0%|          | 0/196 [00:12<?, ?it/s]
                                                                                         
  [sigmas @ epoch 0 batch 0] sine[6]: [4.479 0.362 0.465 ...] min=0.349 max=4.479

Epoch 0 | total 0.0207 | MSE 0.0022 | pen 0.0185:   0%|          | 0/196 [00:13<?, ?it/s]
Epoch 0 | total 0.0207 | MSE 0.0022 | pen 0.0185:   1%|          | 1/196 [00:13<42:16, 13.01s/it]
Epoch 0 | total 0.0334 | MSE 0.0151 | pen 0.0183:   1%|          | 1/196 [00:24<42:16, 13.01s/it]
Epoch 0 | total 0.0334 | MSE 0.0151 | pen 0.0183:   1%|          | 2/196 [00:24<38:21, 11.86s/it]
Epoch 0 | total 0.0316 | MSE 0.0135 | pen 0.0182:   1%|          | 2/196 [00:36<38:21, 11.86s/it]
Epoch 0 | total 0.0316 | MSE 0.0135 | pen 0.0182:   2%|▏         | 3/196 [00:36<38:25, 11.95s/it]
Epoch 0 | total 0.0260 | MSE 0.0080 | pen 0.0180:   2%|▏         | 3/196 [00:48<38:25, 11.95s/it]
Epoch 0 | total 0.0260 | MSE 0.0080 | pen 0.0180:   2%|▏         | 4/196 [00:48<38:58, 12.18s/it]
Epoch 0 | total 0.0229 | MSE 0.0050 | pen 0.0178:   2%|▏         | 4/196 [01:01<38:58, 12.18s/it]
Epoch 0 | total 0.0229 | MSE 0.0050 | pen 0.0178:   3%|▎         | 5/196 [01:01<39:04, 12.28s/it]
Epoch 0 | total 0.0220 | MSE 0.0043 | pen 0.0177:   3%|▎         | 5/196 [01:13<39:04, 12.28s/it]
Epoch 0 | total 0.0220 | MSE 0.0043 | pen 0.0177:   3%|▎         | 6/196 [01:13<39:14, 12.39s/it]
Epoch 0 | total 0.0220 | MSE 0.0045 | pen 0.0175:   3%|▎         | 6/196 [01:25<39:14, 12.39s/it]
Epoch 0 | total 0.0220 | MSE 0.0045 | pen 0.0175:   4%|▎         | 7/196 [01:25<38:40, 12.28s/it]
Epoch 0 | total 0.0208 | MSE 0.0034 | pen 0.0173:   4%|▎         | 7/196 [01:38<38:40, 12.28s/it]
Epoch 0 | total 0.0208 | MSE 0.0034 | pen 0.0173:   4%|▍         | 8/196 [01:38<38:34, 12.31s/it]
Epoch 0 | total 0.0209 | MSE 0.0037 | pen 0.0172:   4%|▍         | 8/196 [01:50<38:34, 12.31s/it]
Epoch 0 | total 0.0209 | MSE 0.0037 | pen 0.0172:   5%|▍         | 9/196 [01:50<38:25, 12.33s/it]
Epoch 0 | total 0.0208 | MSE 0.0038 | pen 0.0170:   5%|▍         | 9/196 [02:03<38:25, 12.33s/it]
Epoch 0 | total 0.0208 | MSE 0.0038 | pen 0.0170:   5%|▌         | 10/196 [02:03<38:28, 12.41s/it]
Epoch 0 | total 0.0202 | MSE 0.0034 | pen 0.0168:   5%|▌         | 10/196 [02:15<38:28, 12.41s/it]
Epoch 0 | total 0.0202 | MSE 0.0034 | pen 0.0168:   6%|▌         | 11/196 [02:15<38:15, 12.41s/it]
Epoch 0 | total 0.0199 | MSE 0.0033 | pen 0.0167:   6%|▌         | 11/196 [02:27<38:15, 12.41s/it]
Epoch 0 | total 0.0199 | MSE 0.0033 | pen 0.0167:   6%|▌         | 12/196 [02:27<37:51, 12.35s/it]
Epoch 0 | total 0.0199 | MSE 0.0035 | pen 0.0165:   6%|▌         | 12/196 [02:39<37:51, 12.35s/it]
Epoch 0 | total 0.0199 | MSE 0.0035 | pen 0.0165:   7%|▋         | 13/196 [02:39<37:33, 12.31s/it]
Epoch 0 | total 0.0194 | MSE 0.0031 | pen 0.0163:   7%|▋         | 13/196 [02:52<37:33, 12.31s/it]
Epoch 0 | total 0.0194 | MSE 0.0031 | pen 0.0163:   7%|▋         | 14/196 [02:52<37:13, 12.27s/it]
Epoch 0 | total 0.0191 | MSE 0.0029 | pen 0.0161:   7%|▋         | 14/196 [03:03<37:13, 12.27s/it]
Epoch 0 | total 0.0191 | MSE 0.0029 | pen 0.0161:   8%|▊         | 15/196 [03:03<36:15, 12.02s/it]
Epoch 0 | total 0.0188 | MSE 0.0029 | pen 0.0159:   8%|▊         | 15/196 [03:15<36:15, 12.02s/it]
Epoch 0 | total 0.0188 | MSE 0.0029 | pen 0.0159:   8%|▊         | 16/196 [03:15<35:34, 11.86s/it]
Epoch 0 | total 0.0188 | MSE 0.0030 | pen 0.0157:   8%|▊         | 16/196 [03:26<35:34, 11.86s/it]
Epoch 0 | total 0.0188 | MSE 0.0030 | pen 0.0157:   9%|▊         | 17/196 [03:26<34:50, 11.68s/it]
Epoch 0 | total 0.0182 | MSE 0.0026 | pen 0.0156:   9%|▊         | 17/196 [03:38<34:50, 11.68s/it]
Epoch 0 | total 0.0182 | MSE 0.0026 | pen 0.0156:   9%|▉         | 18/196 [03:38<34:50, 11.74s/it]
Epoch 0 | total 0.0179 | MSE 0.0026 | pen 0.0154:   9%|▉         | 18/196 [03:49<34:50, 11.74s/it]
Epoch 0 | total 0.0179 | MSE 0.0026 | pen 0.0154:  10%|▉         | 19/196 [03:49<34:25, 11.67s/it]
Epoch 0 | total 0.0177 | MSE 0.0025 | pen 0.0152:  10%|▉         | 19/196 [04:00<34:25, 11.67s/it]
Epoch 0 | total 0.0177 | MSE 0.0025 | pen 0.0152:  10%|█         | 20/196 [04:00<33:33, 11.44s/it]
Epoch 0 | total 0.0177 | MSE 0.0027 | pen 0.0150:  10%|█         | 20/196 [04:11<33:33, 11.44s/it]
Epoch 0 | total 0.0177 | MSE 0.0027 | pen 0.0150:  11%|█         | 21/196 [04:11<33:14, 11.40s/it]
Epoch 0 | total 0.0172 | MSE 0.0023 | pen 0.0148:  11%|█         | 21/196 [04:23<33:14, 11.40s/it]
Epoch 0 | total 0.0172 | MSE 0.0023 | pen 0.0148:  11%|█         | 22/196 [04:23<32:55, 11.36s/it]
Epoch 0 | total 0.0170 | MSE 0.0023 | pen 0.0146:  11%|█         | 22/196 [04:34<32:55, 11.36s/it]
Epoch 0 | total 0.0170 | MSE 0.0023 | pen 0.0146:  12%|█▏        | 23/196 [04:34<32:34, 11.30s/it]
Epoch 0 | total 0.0169 | MSE 0.0024 | pen 0.0145:  12%|█▏        | 23/196 [04:45<32:34, 11.30s/it]
Epoch 0 | total 0.0169 | MSE 0.0024 | pen 0.0145:  12%|█▏        | 24/196 [04:45<31:55, 11.14s/it]
Epoch 0 | total 0.0168 | MSE 0.0025 | pen 0.0143:  12%|█▏        | 24/196 [04:55<31:55, 11.14s/it]
Epoch 0 | total 0.0168 | MSE 0.0025 | pen 0.0143:  13%|█▎        | 25/196 [04:55<30:55, 10.85s/it]
Epoch 0 | total 0.0169 | MSE 0.0028 | pen 0.0141:  13%|█▎        | 25/196 [05:05<30:55, 10.85s/it]
Epoch 0 | total 0.0169 | MSE 0.0028 | pen 0.0141:  13%|█▎        | 26/196 [05:05<30:24, 10.73s/it]
Epoch 0 | total 0.0181 | MSE 0.0042 | pen 0.0139:  13%|█▎        | 26/196 [05:16<30:24, 10.73s/it]
Epoch 0 | total 0.0181 | MSE 0.0042 | pen 0.0139:  14%|█▍        | 27/196 [05:16<30:01, 10.66s/it]
Epoch 0 | total 0.0197 | MSE 0.0060 | pen 0.0138:  14%|█▍        | 27/196 [05:26<30:01, 10.66s/it]
Epoch 0 | total 0.0197 | MSE 0.0060 | pen 0.0138:  14%|█▍        | 28/196 [05:26<29:49, 10.65s/it]
Epoch 0 | total 0.0197 | MSE 0.0061 | pen 0.0136:  14%|█▍        | 28/196 [05:37<29:49, 10.65s/it]
Epoch 0 | total 0.0197 | MSE 0.0061 | pen 0.0136:  15%|█▍        | 29/196 [05:37<29:19, 10.54s/it]
Epoch 0 | total 0.0186 | MSE 0.0051 | pen 0.0135:  15%|█▍        | 29/196 [05:47<29:19, 10.54s/it]
Epoch 0 | total 0.0186 | MSE 0.0051 | pen 0.0135:  15%|█▌        | 30/196 [05:47<29:01, 10.49s/it]
Epoch 0 | total 0.0172 | MSE 0.0039 | pen 0.0133:  15%|█▌        | 30/196 [05:57<29:01, 10.49s/it]
Epoch 0 | total 0.0172 | MSE 0.0039 | pen 0.0133:  16%|█▌        | 31/196 [05:57<28:32, 10.38s/it]
Epoch 0 | total 0.0162 | MSE 0.0031 | pen 0.0131:  16%|█▌        | 31/196 [06:08<28:32, 10.38s/it]
Epoch 0 | total 0.0162 | MSE 0.0031 | pen 0.0131:  16%|█▋        | 32/196 [06:08<28:24, 10.39s/it]
Epoch 0 | total 0.0164 | MSE 0.0034 | pen 0.0130:  16%|█▋        | 32/196 [06:18<28:24, 10.39s/it]
Epoch 0 | total 0.0164 | MSE 0.0034 | pen 0.0130:  17%|█▋        | 33/196 [06:18<27:55, 10.28s/it]
Epoch 0 | total 0.0161 | MSE 0.0032 | pen 0.0129:  17%|█▋        | 33/196 [06:28<27:55, 10.28s/it]
Epoch 0 | total 0.0161 | MSE 0.0032 | pen 0.0129:  17%|█▋        | 34/196 [06:28<27:35, 10.22s/it]
Epoch 0 | total 0.0156 | MSE 0.0029 | pen 0.0127:  17%|█▋        | 34/196 [06:38<27:35, 10.22s/it]
Epoch 0 | total 0.0156 | MSE 0.0029 | pen 0.0127:  18%|█▊        | 35/196 [06:38<27:08, 10.12s/it]
Epoch 0 | total 0.0152 | MSE 0.0026 | pen 0.0126:  18%|█▊        | 35/196 [06:47<27:08, 10.12s/it]
Epoch 0 | total 0.0152 | MSE 0.0026 | pen 0.0126:  18%|█▊        | 36/196 [06:47<26:21,  9.88s/it]
Epoch 0 | total 0.0154 | MSE 0.0030 | pen 0.0124:  18%|█▊        | 36/196 [06:56<26:21,  9.88s/it]
Epoch 0 | total 0.0154 | MSE 0.0030 | pen 0.0124:  19%|█▉        | 37/196 [06:56<25:37,  9.67s/it]
Epoch 0 | total 0.0153 | MSE 0.0030 | pen 0.0123:  19%|█▉        | 37/196 [07:06<25:37,  9.67s/it]
