Files already downloaded and verified
[build] SpatialModulatedINR  base_inr_type=siren  is_spatial=True  phi_shape=(8, 8, 16)  phi_numel=1024
[init] loaded model weights from 'model_cifar10/functa_like_cifar10_spatial_paper_siren_h256_md1024_d6_lat8x16_freq10.0_nearest_lc_norm01_extlr3e-05_e12_inner3_moptsgd_adamphi3_lr1e-02_softlip_cifar_spatial_tiered_lam1e-02_sine_and_readout_train50000_test10000/modSiren.pth'
[init] source model_name=functa_like_cifar10_spatial_paper_siren_h256_md1024_d6_lat8x16_freq10.0_nearest_lc_norm01_extlr3e-05_e12_inner3_moptsgd_adamphi3_lr1e-02_softlip_cifar_spatial_tiered_lam1e-02_sine_and_readout_train50000_test10000
[init] source variant=soft_lipschitz
[init] source best_loss=0.0019054602624840142

  0%|          | 0/196 [00:00<?, ?it/s]
Epoch 0 | total 0.0525 | MSE 0.0022 | pen 0.0503:   0%|          | 0/196 [00:13<?, ?it/s]
                                                                                         
  [sigmas @ epoch 0 batch 0] sine[6]: [4.479 0.362 0.465 ...] min=0.349 max=4.479

Epoch 0 | total 0.0525 | MSE 0.0022 | pen 0.0503:   0%|          | 0/196 [00:13<?, ?it/s]
Epoch 0 | total 0.0525 | MSE 0.0022 | pen 0.0503:   1%|          | 1/196 [00:13<42:57, 13.22s/it]
Epoch 0 | total 0.0653 | MSE 0.0149 | pen 0.0504:   1%|          | 1/196 [00:24<42:57, 13.22s/it]
Epoch 0 | total 0.0653 | MSE 0.0149 | pen 0.0504:   1%|          | 2/196 [00:24<38:47, 12.00s/it]
Epoch 0 | total 0.0646 | MSE 0.0150 | pen 0.0496:   1%|          | 2/196 [00:36<38:47, 12.00s/it]
Epoch 0 | total 0.0646 | MSE 0.0150 | pen 0.0496:   2%|▏         | 3/196 [00:36<39:01, 12.13s/it]
Epoch 0 | total 0.0579 | MSE 0.0094 | pen 0.0485:   2%|▏         | 3/196 [00:49<39:01, 12.13s/it]
Epoch 0 | total 0.0579 | MSE 0.0094 | pen 0.0485:   2%|▏         | 4/196 [00:49<39:09, 12.24s/it]
Epoch 0 | total 0.0537 | MSE 0.0064 | pen 0.0473:   2%|▏         | 4/196 [01:01<39:09, 12.24s/it]
Epoch 0 | total 0.0537 | MSE 0.0064 | pen 0.0473:   3%|▎         | 5/196 [01:01<38:59, 12.25s/it]
Epoch 0 | total 0.0507 | MSE 0.0047 | pen 0.0460:   3%|▎         | 5/196 [01:14<38:59, 12.25s/it]
Epoch 0 | total 0.0507 | MSE 0.0047 | pen 0.0460:   3%|▎         | 6/196 [01:14<39:21, 12.43s/it]
Epoch 0 | total 0.0495 | MSE 0.0048 | pen 0.0447:   3%|▎         | 6/196 [01:26<39:21, 12.43s/it]
Epoch 0 | total 0.0495 | MSE 0.0048 | pen 0.0447:   4%|▎         | 7/196 [01:26<38:52, 12.34s/it]
Epoch 0 | total 0.0474 | MSE 0.0038 | pen 0.0435:   4%|▎         | 7/196 [01:38<38:52, 12.34s/it]
Epoch 0 | total 0.0474 | MSE 0.0038 | pen 0.0435:   4%|▍         | 8/196 [01:38<38:38, 12.33s/it]
